Player,Credits,Player Type,Player Name,Team,Matches Played,Runs,Balls Faced,Fours,Sixes,Dot Balls,25+ Scores,50+ Scores,75+ Scores,100+ Scores,Runs in Powerplay,Runs in Middle Overs,Runs in Death Overs,Batting Average,Strike Rate,Wickets,LBW/Bowled Wickets,Runs Conceded,Balls Bowled,Dot Balls Bowled,3+ Wickets,4+ Wickets,5+ Wickets,economy,Balls Bowled in Powerplay,Balls Bowled in Death Overs,Bowling Average,Bowling Strike Rate,Catches,Stumpings,Run-Outs,Catches per Match,Stumpings per Match,Run-Outs per Match,25+ runs per Match,50+ runs per Match,75+ runs per Match,100+ runs per Match,3+ wickets per Match,4+ wickets per Match,5+ wickets per Match,Chennai,Delhi,Mumbai,Kolkata,Bengaluru,Hyderabad,Ahmedabad,Jaipur,Mohali,Lucknow,Dharamsala,Guwahati,Indore,Visakhapatnam,Chennai_matches,Delhi_matches,Mumbai_matches,Kolkata_matches,Bengaluru_matches,Hyderabad_matches,Ahmedabad_matches,Jaipur_matches,Mohali_matches,Lucknow_matches,Dharamsala_matches,Guwahati_matches,Indore_matches,Visakhapatnam_matches,Chennai_avg_fantasy,Delhi_avg_fantasy,Mumbai_avg_fantasy,Kolkata_avg_fantasy,Bengaluru_avg_fantasy,Hyderabad_avg_fantasy,Ahmedabad_avg_fantasy,Jaipur_avg_fantasy,Mohali_avg_fantasy,Lucknow_avg_fantasy,Dharamsala_avg_fantasy,Guwahati_avg_fantasy,Indore_avg_fantasy,Visakhapatnam_avg_fantasy,Total fantasy points,Fantasy points per match,Total current fantasy points,Current Fantasy points per match
AT Carey,,,,,11,302,211,34,7,72,1,3,0,0,109,150,16,27.45,143.13,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,6,3,6,0.545,0.273,0.545,0.091,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,225.0,56.25,,
TM Head,9.0,BAT,Travis Head,SRH,29,854,528,100,42,205,5,4,2,1,563,186,2,29.45,161.74,0,0,46,23,5,0,0,0,12.0,0,0,0.0,0.0,6,0,0,0.207,0.0,0.0,0.172,0.138,0.069,0.034,0.0,0.0,0.0,91.0,185.0,154.0,12.0,206.0,877.0,39.0,0.0,41.0,0.0,0.0,0.0,0.0,42.0,3.0,1.0,2.0,1.0,1.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.33,185.0,77.0,12.0,206.0,87.7,19.5,29.55,41.0,42.0,53.0,41.0,0.0,42.0,1649.0,74.95,504.0,72.0
IA Cockbain,,,,,6,239,172,19,9,49,2,2,0,0,51,171,16,39.83,138.95,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,6,0,0,1.0,0.0,0.0,0.333,0.333,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNA Conway,,,,,15,9,10,1,0,5,0,0,0,0,0,0,9,0.6,90.0,14,3,475,330,88,2,0,0,8.64,102,65,33.93,23.57,1,0,0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.133,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HTRY Thornton,,,,,31,44,55,2,1,26,1,0,0,0,0,14,30,1.42,80.0,48,13,956,673,239,1,2,1,8.52,297,123,19.92,14.02,7,0,0,0.226,0.0,0.0,0.032,0.0,0.0,0.0,0.032,0.065,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,913.0,60.87,,
M Wright,,,,,10,264,221,18,13,99,3,2,0,0,83,176,5,26.4,119.46,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,6,0,1,0.6,0.0,0.1,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,416.0,52.0,,
MJ Owen,,,,,25,534,305,43,38,124,6,0,0,2,264,115,42,21.36,175.08,8,0,340,218,57,0,0,0,9.36,38,29,42.5,27.25,11,0,3,0.44,0.0,0.12,0.24,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,1264.0,79.0,,
JS Lehmann,,,,,3,74,73,9,0,30,0,1,0,0,23,33,11,24.67,101.37,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,2,0,0,0.667,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z Evans,,,,,4,0,2,0,0,2,0,0,0,0,0,0,0,0.0,0.0,3,1,120,68,18,0,0,0,10.59,25,19,40.0,22.67,3,0,0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J Clayton,,,,,2,21,23,4,0,14,0,0,0,0,19,0,0,10.5,91.3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fakhar Zaman,,,,,1,3,8,0,0,5,0,0,0,0,3,0,0,3.0,37.5,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LD Pfeffer,,,,,4,109,100,9,3,42,0,1,0,0,55,43,11,27.25,109.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,2,0,0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S McGiffin,,,,,2,20,24,1,0,10,0,0,0,0,0,5,15,10.0,83.33,0,0,23,13,2,0,0,0,10.62,13,0,0.0,0.0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W Prestwidge,,,,,6,27,32,1,2,21,0,0,0,0,0,4,23,4.5,84.38,6,0,151,95,30,0,0,0,9.54,30,9,25.17,15.83,1,0,0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,95.0,31.67,,
DMK Grant,,,,,2,1,1,0,0,0,0,0,0,0,0,0,1,0.5,100.0,3,1,49,48,18,1,0,0,6.12,12,6,16.33,16.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RH McDonald,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,21,13,3,0,0,0,9.69,6,0,21.0,13.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JM Bird,,,,,21,30,30,3,0,13,0,0,0,0,0,0,30,1.43,100.0,29,5,515,429,180,2,1,0,7.2,221,48,17.76,14.79,3,0,1,0.143,0.0,0.048,0.0,0.0,0.0,0.0,0.095,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,678.0,75.33,,
J Edwards,,,,,28,316,263,33,6,103,6,0,0,0,139,109,47,11.29,120.15,19,3,539,419,152,1,0,0,7.72,130,88,28.37,22.05,12,0,3,0.429,0.0,0.107,0.214,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,1280.0,60.95,,
JK Lalor,,,,,5,6,11,0,0,6,0,0,0,0,0,5,1,1.2,54.55,5,0,178,114,44,0,0,0,9.37,30,37,35.6,22.8,2,0,0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BJ Holt,,,,,3,19,28,1,0,14,0,0,0,0,0,16,3,6.33,67.86,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,5,1,2,1.667,0.333,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W Sanders,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,27,13,3,0,0,0,12.46,13,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP Wood,,,,,5,115,92,7,7,41,3,0,0,0,75,36,0,23.0,125.0,0,0,13,6,1,0,0,0,13.0,0,0,0.0,0.0,1,0,0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,203.0,50.75,,
PG Dooley,,,,,20,54,67,6,1,39,0,0,0,0,0,11,43,2.7,80.6,25,7,548,443,145,2,1,0,7.42,204,31,21.92,17.72,2,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,307.0,34.11,,
T Murphy,,,,,27,30,35,2,0,12,0,0,0,0,0,8,22,1.11,85.71,19,5,429,397,135,1,0,0,6.48,133,6,22.58,20.89,8,0,1,0.296,0.0,0.037,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,557.0,30.94,,
CJ Boyce,,,,,28,62,72,5,1,33,1,0,0,0,0,17,45,2.21,86.11,34,4,742,624,188,1,0,1,7.13,170,57,21.82,18.35,1,0,2,0.036,0.0,0.071,0.036,0.0,0.0,0.0,0.036,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,855.0,47.5,,
NA McSweeney,,,,,25,626,544,54,14,201,8,1,2,0,232,325,60,25.04,115.07,5,0,61,54,17,1,0,0,6.78,12,11,12.2,10.8,9,0,1,0.36,0.0,0.04,0.32,0.04,0.08,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,952.0,56.0,,
DJM Moody,,,,,5,8,15,0,0,8,0,0,0,0,0,0,8,1.6,53.33,4,1,102,80,37,1,0,0,7.65,47,0,25.5,20.0,1,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG Neser,,,,,35,263,194,23,9,75,2,1,0,0,14,117,128,7.51,135.57,46,6,1001,712,261,4,3,0,8.44,229,116,21.76,15.48,19,0,2,0.543,0.0,0.057,0.057,0.029,0.0,0.0,0.114,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,961.0,64.07,,
UBT Chand,,,,,2,35,32,1,2,12,1,0,0,0,0,30,5,17.5,109.38,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,2,0,0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M Labuschagne,,,,,12,347,280,37,4,95,4,1,1,0,123,185,39,28.92,123.93,1,0,47,25,3,0,0,0,11.28,6,1,47.0,25.0,5,0,1,0.417,0.0,0.083,0.333,0.083,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,264.0,88.0,,
NM Lyon,,,,,5,5,5,0,0,2,0,0,0,0,0,3,2,1.0,100.0,3,0,140,97,22,0,0,0,8.66,30,12,46.67,32.33,1,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT Khawaja,,,,,13,414,297,54,6,108,2,1,2,0,220,122,21,31.85,139.39,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,5,0,0,0.385,0.0,0.0,0.154,0.077,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,143.0,47.67,,
NL Bertus,,,,,2,19,23,0,0,8,0,0,0,0,17,0,0,9.5,82.61,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JM Carder,,,,,1,10,14,0,0,6,0,0,0,0,10,0,0,10.0,71.43,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JS Lenton,,,,,1,10,9,1,0,2,0,0,0,0,0,9,1,10.0,111.11,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hari Nishaanth,,,,,10,295,224,19,17,81,3,1,1,0,165,91,1,29.5,131.7,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,3,0,0,0.3,0.0,0.0,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,188.0,62.67,,
Mukesh Choudhary,6.5,BOWL,Mukesh Choudhary,CHE,20,6,6,1,0,3,0,0,0,0,0,4,2,0.3,100.0,22,7,628,432,176,2,1,0,8.72,210,85,28.55,19.64,3,0,0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,45.665,34.0,40.0,43.5,4.0,40.0,29.55,42.0,42.0,53.0,41.0,0.0,47.5,63.0,21.0,57.0,28.5
N Jagadeesan,,,,,16,319,313,30,9,142,5,1,0,0,161,120,23,19.94,101.92,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,5,1,0,0.312,0.062,0.0,0.312,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,33.0,33.0,,
A Palkar,,,,,6,2,2,0,0,0,0,0,0,0,0,0,2,0.33,100.0,9,2,117,110,51,1,0,0,6.38,73,25,13.0,12.22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pradeep Dadhe,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,66,43,17,0,0,0,9.21,31,6,33.0,21.5,1,0,0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divyang Hinganekar,,,,,6,46,28,3,2,8,0,0,0,0,0,0,46,7.67,164.29,7,1,103,92,37,0,1,0,6.72,12,7,14.71,13.14,3,0,1,0.5,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.167,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Satyajeet Bachhav,,,,,6,18,13,3,0,5,0,0,0,0,0,0,18,3.0,138.46,7,4,158,134,42,1,0,0,7.07,30,12,22.57,19.14,4,0,1,0.667,0.0,0.167,0.0,0.0,0.0,0.0,0.167,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naushad Shaikh,,,,,6,117,94,9,3,30,0,1,0,0,36,81,0,19.5,124.47,3,0,10,18,9,1,0,0,3.33,6,0,3.33,6.0,7,1,0,1.167,0.167,0.0,0.0,0.167,0.0,0.0,0.167,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B Sai Sudharsan,8.0,BAT,Sai Sudharsan,GT,40,1581,1201,147,46,389,14,8,3,1,507,890,148,39.52,131.64,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,11,0,2,0.275,0.0,0.05,0.35,0.2,0.075,0.025,0.0,0.0,0.0,57.0,117.0,0.0,0.0,101.0,25.0,999.0,61.0,57.0,157.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,57.0,117.0,34.0,40.0,50.5,25.0,111.0,61.0,57.0,78.5,53.0,41.0,0.0,47.5,1689.0,80.43,635.0,105.83
Azim Kazi,,,,,6,81,77,6,2,29,2,0,0,0,0,45,36,13.5,105.19,7,2,122,96,36,1,0,0,7.62,12,0,17.43,13.71,0,0,0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.167,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M Mohammed,,,,,8,15,11,0,1,3,0,0,0,0,0,0,15,1.88,136.36,6,0,152,118,35,0,0,0,7.73,12,25,25.33,19.67,4,0,1,0.5,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,9.0,9.0,,
Yash Nahar,,,,,6,193,146,17,9,62,2,0,0,1,91,56,28,32.17,132.19,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,1,0.0,0.0,0.167,0.333,0.0,0.0,0.167,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R Sai Kishore,7.0,BOWL,Ravisrinivasan Sai Kishore,GT,26,34,28,1,3,12,0,0,0,0,7,6,21,1.31,121.43,35,8,677,562,192,2,2,0,7.23,111,62,19.34,16.06,8,0,0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.077,0.0,34.0,37.0,0.0,0.0,64.0,72.0,297.0,0.0,140.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.0,37.0,34.0,40.0,64.0,72.0,59.4,29.55,140.0,4.0,53.0,41.0,0.0,47.5,855.0,61.07,411.0,68.5
B Aparajith,,,,,4,39,41,1,2,19,1,0,0,0,21,18,0,9.75,95.12,1,0,47,48,19,0,0,0,5.88,18,0,47.0,48.0,4,0,0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,28.0,28.0,,
Ranjeet Nikam,,,,,6,41,39,0,2,15,0,0,0,0,0,22,19,6.83,105.13,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J Kousik,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,5,6,1,0,0,0,5.0,0,0,0.0,0.0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishaan Gadekar,,,,,6,172,114,20,9,55,2,1,0,0,116,8,0,28.67,150.88,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1,0,0,0.167,0.0,0.0,0.333,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,176.0,88.0,,
Debabrata Pradhan,,,,,2,1,2,0,0,1,0,0,0,0,0,0,1,0.5,50.0,3,2,56,50,16,1,0,0,6.72,12,25,18.67,16.67,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Kaushik,,,,,6,168,167,14,6,81,2,1,0,0,87,55,20,28.0,100.6,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.333,0.167,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Govinda Poddar,,,,,2,41,34,5,0,9,0,0,0,0,0,41,0,20.5,120.59,0,0,17,12,4,0,0,0,8.5,6,0,0.0,0.0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashish Rai,,,,,2,1,2,0,0,1,0,0,0,0,0,0,1,0.5,50.0,3,1,40,44,20,0,0,0,5.45,24,14,13.33,14.67,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajesh Dhuper,,,,,3,43,46,3,2,23,0,0,0,0,24,3,0,14.33,93.48,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1,2,0,0.333,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayanta Behera,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5,1,50,48,20,1,0,0,6.25,18,6,10.0,9.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
